date,year,country,activity,sex,age,fatal,datetime_column,string_column,month,season
08-Dec-2020,2020,USA,surfing,M,56,yes,2020-12-08 00:00:00,08-Dec-2020,12,Winter
06-Dec-2020,2020,USA,surfing,M,20,no,2020-12-06 00:00:00,06-Dec-2020,12,Winter
06-Dec-2020,2020,Australia,surfing,M,29,no,2020-12-06 00:00:00,06-Dec-2020,12,Winter
02-Dec-2020,2020,Egypt,diving,F,42,no,2020-12-02 00:00:00,02-Dec-2020,12,Winter
26-Nov-2020,2020,USA,snorkeling,F,35,no,2020-11-26 00:00:00,26-Nov-2020,11,Autumn
23-Nov-2020,2020,New Caledonia,snorkeling,F,15,no,2020-11-23 00:00:00,23-Nov-2020,11,Autumn
22-Nov-2020,2020,Australia,body boarding,M,59,yes,2020-11-22 00:00:00,22-Nov-2020,11,Autumn
02-Nov-2020,2020,Australia,surfing,M,13,no,2020-11-02 00:00:00,02-Nov-2020,11,Autumn
31-Oct-2020,2020,USA,swimming,M,17,no,2020-10-31 00:00:00,31-Oct-2020,10,Autumn
30-Oct-2020,2020,Bahamas,fishing,M,15,no,2020-10-30 00:00:00,30-Oct-2020,10,Autumn
29-Oct-2020,2020,USA,surfing,M,15,no,2020-10-29 00:00:00,29-Oct-2020,10,Autumn
25-Oct-2020,2020,Egypt,snorkeling,M,15,no,2020-10-25 00:00:00,25-Oct-2020,10,Autumn
24-Oct-2020,2020,Australia,fishing,M,59,no,2020-10-24 00:00:00,24-Oct-2020,10,Autumn
21-Oct-2020,2020,USA,surfing,M,15,no,2020-10-21 00:00:00,21-Oct-2020,10,Autumn
09-Oct-2020,2020,Australia,surfing,M,52,yes,2020-10-09 00:00:00,09-Oct-2020,10,Autumn
07-Oct-2020,2020,USA,surfing,M,31,no,2020-10-07 00:00:00,07-Oct-2020,10,Autumn
04-Oct-2020,2020,Australia,surfing,M,17,no,2020-10-04 00:00:00,04-Oct-2020,10,Autumn
21-Sep-2020,2020,USA,swimming,F,61,no,2020-09-21 00:00:00,21-Sep-2020,9,Autumn
20-Sep-2020,2020,USA,snorkeling,M,30,no,2020-09-20 00:00:00,20-Sep-2020,9,Autumn
17-Sep-2020,2020,Australia,fishing,M,50,no,2020-09-17 00:00:00,17-Sep-2020,9,Autumn
16-Sep-2020,2020,USA,swimming,M,48,no,2020-09-16 00:00:00,16-Sep-2020,9,Autumn
15-Sep-2020,2020,USA,surfing,M,15,no,2020-09-15 00:00:00,15-Sep-2020,9,Autumn
15-Sep-2020,2020,USA,surfing,M,25,no,2020-09-15 00:00:00,15-Sep-2020,9,Autumn
08-Sep-2020,2020,USA,fishing,M,54,no,2020-09-08 00:00:00,08-Sep-2020,9,Autumn
07-Sep-2020,2020,Australia,surfing,M,46,yes,2020-09-07 00:00:00,07-Sep-2020,9,Autumn
06-Sep-2020,2020,USA,snorkeling,F,70,no,2020-09-06 00:00:00,06-Sep-2020,9,Autumn
30-Aug-2020,2020,Australia,fishing,M,15,no,2020-08-30 00:00:00,30-Aug-2020,8,Summer
30-Aug-2020,2020,USA,surfing,M,12,no,2020-08-30 00:00:00,30-Aug-2020,8,Summer
28-Aug-2020,2020,USA,fishing,M,15,no,2020-08-28 00:00:00,28-Aug-2020,8,Summer
23-Aug-2020,2020,USA,standing,M,23,no,2020-08-23 00:00:00,23-Aug-2020,8,Summer
22-Aug-2020,2020,USA,surfing,M,14,no,2020-08-22 00:00:00,22-Aug-2020,8,Summer
20-Aug-2020,2020,USA,boogie boarding,F,50,no,2020-08-20 00:00:00,20-Aug-2020,8,Summer
19-Aug-2020,2020,USA,wading,F,15,no,2020-08-19 00:00:00,19-Aug-2020,8,Summer
14-Aug-2020,2020,Australia,surfing,F,35,no,2020-08-14 00:00:00,14-Aug-2020,8,Summer
10-Aug-2020,2020,USA,fishing,M,55,no,2020-08-10 00:00:00,10-Aug-2020,8,Summer
02-Aug-2020,2020,USA,snorkeling,F,15,no,2020-08-02 00:00:00,02-Aug-2020,8,Summer
01-Aug-2020,2020,USA,surfing,M,54,no,2020-08-01 00:00:00,01-Aug-2020,8,Summer
31-Jul-2020,2020,USA,surfing,F,22,no,2020-07-31 00:00:00,31-Jul-2020,7,Summer
31-Jul-2020,2020,USA,swimming,M,14,no,2020-07-31 00:00:00,31-Jul-2020,7,Summer
31-Jul-2020,2020,Australia,surfing,M,28,no,2020-07-31 00:00:00,31-Jul-2020,7,Summer
29-Jul-2020,2020,USA,diving,M,38,no,2020-07-29 00:00:00,29-Jul-2020,7,Summer
27-Jul-2020,2020,French Polynesia,swimming,M,4,no,2020-07-27 00:00:00,27-Jul-2020,7,Summer
27-Jul-2020,2020,USA,swimming,F,63,yes,2020-07-27 00:00:00,27-Jul-2020,7,Summer
23-Jul-2020,2020,USA,fishing,M,23,no,2020-07-23 00:00:00,23-Jul-2020,7,Summer
23-Jul-2020,2020,USA,standing,M,11,no,2020-07-23 00:00:00,23-Jul-2020,7,Summer
19-Jul-2020,2020,USA,wading,F,12,no,2020-07-19 00:00:00,19-Jul-2020,7,Summer
17-Jul-2020,2020,Australia,fishing,M,10,no,2020-07-17 00:00:00,17-Jul-2020,7,Summer
14-Jul-2020,2020,USA,wading,F,14,no,2020-07-14 00:00:00,14-Jul-2020,7,Summer
13-Jul-2020,2020,Australia,snorkeling,F,29,no,2020-07-13 00:00:00,13-Jul-2020,7,Summer
11-Jul-2020,2020,Australia,surfing,M,15,yes,2020-07-11 00:00:00,11-Jul-2020,7,Summer
04-Jul-2020,2020,Australia,fishing,M,36,yes,2020-07-04 00:00:00,04-Jul-2020,7,Summer
20-Jun-2020,2020,USA,surfing,M,16,no,2020-06-20 00:00:00,20-Jun-2020,6,Summer
10-Jun-2020,2020,New Caledonia,surfing,M,30,yes,2020-06-10 00:00:00,10-Jun-2020,6,Summer
07-Jun-2020,2020,Australia,surfing,M,60,yes,2020-06-07 00:00:00,07-Jun-2020,6,Summer
01-Jun-2020,2020,USA,surfing,M,15,no,2020-06-01 00:00:00,01-Jun-2020,6,Summer
31-May-2020,2020,Bahamas,fishing,M,15,no,2020-05-31 00:00:00,31-May-2020,5,Spring
30-May-2020,2020,Australia,fishing,M,18,no,2020-05-30 00:00:00,30-May-2020,5,Spring
17 May 2020,2020,French Polynesia,snorkeling,M,15,no,2020-05-17 00:00:00,17 May 2020,5,Spring
09-May-2020,2020,USA,surfing,M,26,yes,2020-05-09 00:00:00,09-May-2020,5,Spring
08-May-2020,2020,Australia,surfing,M,15,no,2020-05-08 00:00:00,08-May-2020,5,Spring
01-May-2020,2020,USA,swimming,F,57,no,2020-05-01 00:00:00,01-May-2020,5,Spring
29-Apr-2020,2020,USA,body boarding,M,16,no,2020-04-29 00:00:00,29-Apr-2020,4,Spring
21-Apr-2020,2020,Australia,swimming,F,15,no,2020-04-21 00:00:00,21-Apr-2020,4,Spring
07-Apr-2020,2020,USA,surfing,F,15,no,2020-04-07 00:00:00,07-Apr-2020,4,Spring
06-Apr-2020,2020,Australia,swimming,M,23,yes,2020-04-06 00:00:00,06-Apr-2020,4,Spring
06-Apr-2020,2020,Australia,surfing,M,38,no,2020-04-06 00:00:00,06-Apr-2020,4,Spring
22-Mar-2020,2020,USA,surfing,M,15,no,2020-03-22 00:00:00,22-Mar-2020,3,Spring
22-Mar-2020,2020,USA,surfing,M,15,no,2020-03-22 00:00:00,22-Mar-2020,3,Spring
Reported 14-Mar-2020,2020,New Zealand,fishing,M,15,no,2020-03-14 00:00:00,Reported 14-Mar-2020,3,Spring
22-Feb-2020,2020,New Zealand,surfing,M,60,no,2020-02-22 00:00:00,22-Feb-2020,2,Winter
17-Jan-2020,2020,Australia,surfing,M,59,no,2020-01-17 00:00:00,17-Jan-2020,1,Winter
16-Jan-2020,2020,New Zealand,surfing,F,13,no,2020-01-16 00:00:00,16-Jan-2020,1,Winter
13-Jan-2020,2020,USA,surfing,M,26,no,2020-01-13 00:00:00,13-Jan-2020,1,Winter
07-Jan-2020,2020,Australia,swimming,F,7,no,2020-01-07 00:00:00,07-Jan-2020,1,Winter
05-Jan-2020,2020,Australia,diving,M,57,yes,2020-01-05 00:00:00,05-Jan-2020,1,Winter
02-Jan-2020,2020,Australia,swimming,M,21,yes,2020-01-02 00:00:00,02-Jan-2020,1,Winter
30-Dec-2019,2019,Australia,swimming,M,30,no,2019-12-30 00:00:00,30-Dec-2019,12,Winter
24-Dec-2019,2019,New Zealand,boogie boarding,F,17,no,2019-12-24 00:00:00,24-Dec-2019,12,Winter
21-Dec-2019,2019,USA,surfing,M,37,no,2019-12-21 00:00:00,21-Dec-2019,12,Winter
20-Dec-2019,2019,Australia,fishing,M,15,unknown,2019-12-20 00:00:00,20-Dec-2019,12,Winter
06-Dec-2019,2019,Australia,diving,M,57,no,2019-12-06 00:00:00,06-Dec-2019,12,Winter
30-Nov-2019,2019,USA,surfing,M,9,no,2019-11-30 00:00:00,30-Nov-2019,11,Autumn
30-Nov-2019,2019,Australia,snorkeling,M,30,no,2019-11-30 00:00:00,30-Nov-2019,11,Autumn
23-Nov-2019,2019,Australia,fishing,M,38,unknown,2019-11-23 00:00:00,23-Nov-2019,11,Autumn
23-Nov-2019,2019,Mexico,fishing,M,15,no,2019-11-23 00:00:00,23-Nov-2019,11,Autumn
12-Nov-2019,2019,USA,surfing,M,30,no,2019-11-12 00:00:00,12-Nov-2019,11,Autumn
11-Nov-2019,2019,Mexico,snorkeling,M,23,no,2019-11-11 00:00:00,11-Nov-2019,11,Autumn
09-Nov-2019,2019,South Africa,fishing,M,15,no,2019-11-09 00:00:00,09-Nov-2019,11,Autumn
06-Nov-2019,2019,USA,surfing,F,15,no,2019-11-06 00:00:00,06-Nov-2019,11,Autumn
29-Oct-2019,2019,Australia,snorkeling,M,28,no,2019-10-29 00:00:00,29-Oct-2019,10,Autumn
27-Oct-2019,2019,USA,surfing,M,32,no,2019-10-27 00:00:00,27-Oct-2019,10,Autumn
25-Oct-2019,2019,USA,fishing,M,15,no,2019-10-25 00:00:00,25-Oct-2019,10,Autumn
21-Oct-2019,2019,French Polynesia,snorkeling,F,35,unknown,2019-10-21 00:00:00,21-Oct-2019,10,Autumn
17-Oct-2019,2019,Australia,surfing,M,17,no,2019-10-17 00:00:00,17-Oct-2019,10,Autumn
08-Oct-2019,2019,USA,surfing,M,20,no,2019-10-08 00:00:00,08-Oct-2019,10,Autumn
05-Oct-2019,2019,Australia,surfing,M,29,no,2019-10-05 00:00:00,05-Oct-2019,10,Autumn
05-Oct-2019,2019,USA,kayaking,M,51,no,2019-10-05 00:00:00,05-Oct-2019,10,Autumn
Reported 04-Oct-2019,2019,USA,surfing,M,15,no,2019-10-04 00:00:00,Reported 04-Oct-2019,10,Autumn
28-Sep-2019,2019,Australia,fishing,M,45,no,2019-09-28 00:00:00,28-Sep-2019,9,Autumn
26-Sep-2019,2019,USA,surfing,F,15,no,2019-09-26 00:00:00,26-Sep-2019,9,Autumn
24-Sep-2019,2019,USA,swimming,M,15,no,2019-09-24 00:00:00,24-Sep-2019,9,Autumn
24-Sep-2019,2019,USA,surfing,M,13,no,2019-09-24 00:00:00,24-Sep-2019,9,Autumn
18-Sep-2019,2019,USA,snorkeling,M,22,no,2019-09-18 00:00:00,18-Sep-2019,9,Autumn
07-Sep-2019,2019,Australia,fishing,M,15,no,2019-09-07 00:00:00,07-Sep-2019,9,Autumn
31-Aug-2019,2019,USA,fishing,M,70,no,2019-08-31 00:00:00,31-Aug-2019,8,Summer
27-Aug-2019,2019,USA,surfing,M,40,no,2019-08-27 00:00:00,27-Aug-2019,8,Summer
21-Aug-2019,2019,USA,wading,M,11,no,2019-08-21 00:00:00,21-Aug-2019,8,Summer
20-Aug-2019,2019,USA,swimming,F,26,no,2019-08-20 00:00:00,20-Aug-2019,8,Summer
16-Aug-2019,2019,USA,wading,M,9,no,2019-08-16 00:00:00,16-Aug-2019,8,Summer
11-Aug-2019,2019,USA,surfing,M,16,no,2019-08-11 00:00:00,11-Aug-2019,8,Summer
04-Aug-2019,2019,USA,standing,M,51,no,2019-08-04 00:00:00,04-Aug-2019,8,Summer
03-Aug-2019,2019,USA,surfing,F,21,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
03-Aug-2019,2019,USA,surfing,M,20,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
03-Aug-2019,2019,USA,diving,M,37,no,2019-08-03 00:00:00,03-Aug-2019,8,Summer
29-Jul-2019,2019,USA,swimming,M,49,no,2019-07-29 00:00:00,29-Jul-2019,7,Summer
30-Jul-2019,2019,USA,fishing,M,15,no,2019-07-30 00:00:00,30-Jul-2019,7,Summer
29-Jul-2019,2019,USA,surfing,M,18,no,2019-07-29 00:00:00,29-Jul-2019,7,Summer
28-Jul-2019,2019,Australia,snorkeling,F,15,unknown,2019-07-28 00:00:00,28-Jul-2019,7,Summer
27-Jul-2019,2019,USA,boogie boarding,M,49,no,2019-07-27 00:00:00,27-Jul-2019,7,Summer
27-Jul-2019,2019,USA,surfing,M,23,no,2019-07-27 00:00:00,27-Jul-2019,7,Summer
22-Jul-2019,2019,USA,surfing,M,18,no,2019-07-22 00:00:00,22-Jul-2019,7,Summer
18-Jul-2019,2019,USA,diving,M,15,unknown,2019-07-18 00:00:00,18-Jul-2019,7,Summer
Reported 17-Jul-2019,2019,New Zealand,diving,M,45,no,2019-07-17 00:00:00,Reported 17-Jul-2019,7,Summer
16-Jul-2019,2019,USA,surfing,F,15,no,2019-07-16 00:00:00,16-Jul-2019,7,Summer
12-Jul-2019,2019,USA,boogie boarding,F,16,no,2019-07-12 00:00:00,12-Jul-2019,7,Summer
10-Jul-2019,2019,South Africa,surfing,M,20,no,2019-07-10 00:00:00,10-Jul-2019,7,Summer
06-Jul-2019,2019,Mexico,fishing,M,15,no,2019-07-06 00:00:00,06-Jul-2019,7,Summer
04-Jul-2019,2019,Bahamas,snorkeling,M,32,no,2019-07-04 00:00:00,04-Jul-2019,7,Summer
30-Jun-2019,2019,USA,surfing,M,18,no,2019-06-30 00:00:00,30-Jun-2019,6,Summer
26-Jun-2019,2019,Bahamas,snorkeling,F,21,yes,2019-06-26 00:00:00,26-Jun-2019,6,Summer
21-Jun-2019,2019,Bahamas,fishing,M,15,no,2019-06-21 00:00:00,21-Jun-2019,6,Summer
16-Jun-2019,2019,USA,swimming,M,8,no,2019-06-16 00:00:00,16-Jun-2019,6,Summer
17-Jun-2019,2019,Bahamas,snorkeling,M,50,unknown,2019-06-17 00:00:00,17-Jun-2019,6,Summer
16-Jun-2019,2019,USA,swimming,M,64,no,2019-06-16 00:00:00,16-Jun-2019,6,Summer
10-Jun-2019,2019,USA,surfing,M,19,no,2019-06-10 00:00:00,10-Jun-2019,6,Summer
Reported 06-Jun-2019,2019,Australia,diving,M,15,no,2019-06-06 00:00:00,Reported 06-Jun-2019,6,Summer
05-Jun-2019,2019,Australia,surfing,M,15,no,2019-06-05 00:00:00,05-Jun-2019,6,Summer
02-Jun-2019,2019,USA,standing,F,17,no,2019-06-02 00:00:00,02-Jun-2019,6,Summer
29-May-2019,2019,New Caledonia,fishing,M,43,yes,2019-05-29 00:00:00,29-May-2019,5,Spring
25-May-2019,2019,USA,swimming,M,65,yes,2019-05-25 00:00:00,25-May-2019,5,Spring
25-May-2019,2019,New Caledonia,swimming,M,10,no,2019-05-25 00:00:00,25-May-2019,5,Spring
20-May-2019,2019,USA,body boarding,M,67,no,2019-05-20 00:00:00,20-May-2019,5,Spring
14-May-2019,2019,USA,surfing,M,15,no,2019-05-14 00:00:00,14-May-2019,5,Spring
14-May-2019,2019,Australia,surfing,M,53,no,2019-05-14 00:00:00,14-May-2019,5,Spring
08-May-2019,2019,USA,swimming,F,34,no,2019-05-08 00:00:00,08-May-2019,5,Spring
07-May-2019,2019,USA,surfing,F,28,no,2019-05-07 00:00:00,07-May-2019,5,Spring
04-May-2019,2019,Brazil,fishing,M,12,no,2019-05-04 00:00:00,04-May-2019,5,Spring
01-May-2019,2019,USA,fishing,M,15,no,2019-05-01 00:00:00,01-May-2019,5,Spring
Reported 27-Apr-2019,2019,Australia,fishing,M,18,no,2019-04-27 00:00:00,Reported 27-Apr-2019,4,Spring
23-Apr-2019,2019,USA,kayaking,F,65,no,2019-04-23 00:00:00,23-Apr-2019,4,Spring
12-Apr-2019,2019,USA,boogie boarding,F,10,no,2019-04-12 00:00:00,12-Apr-2019,4,Spring
06-Apr-2019,2019,USA,swimming,M,23,no,2019-04-06 00:00:00,06-Apr-2019,4,Spring
25-Mar-2019,2019,Australia,swimming,M,25,no,2019-03-25 00:00:00,25-Mar-2019,3,Spring
22-Mar-2019,2019,USA,surfing,M,46,no,2019-03-22 00:00:00,22-Mar-2019,3,Spring
21-Mar-2019,2019,Mexico,swimming,M,32,no,2019-03-21 00:00:00,21-Mar-2019,3,Spring
16-Mar-2019,2019,USA,swimming,M,58,no,2019-03-16 00:00:00,16-Mar-2019,3,Spring
12-Mar-2019,2019,USA,boogie boarding,M,11,no,2019-03-12 00:00:00,12-Mar-2019,3,Spring
05-Mar-2019,2019,USA,surfing,M,15,no,2019-03-05 00:00:00,05-Mar-2019,3,Spring
05-Mar-2019,2019,South Africa,fishing,M,46,no,2019-03-05 00:00:00,05-Mar-2019,3,Spring
18-Feb-2018,2018,USA,surfing,M,15,no,2018-02-18 00:00:00,18-Feb-2018,2,Winter
17-Feb-2019,2019,Australia,surfing,M,41,no,2019-02-17 00:00:00,17-Feb-2019,2,Winter
14-Feb-2019,2019,Brazil,surfing,M,31,no,2019-02-14 00:00:00,14-Feb-2019,2,Winter
10-Feb-2019,2019,Australia,fishing,M,25,no,2019-02-10 00:00:00,10-Feb-2019,2,Winter
04-Feb-2019,2019,USA,surfing,M,15,no,2019-02-04 00:00:00,04-Feb-2019,2,Winter
04-Feb-2019,2019,Australia,surfing,M,50,no,2019-02-04 00:00:00,04-Feb-2019,2,Winter
02-Feb-2019,2019,South Africa,fishing,M,15,no,2019-02-02 00:00:00,02-Feb-2019,2,Winter
02-Feb-2019,2019,USA,fishing,M,50,no,2019-02-02 00:00:00,02-Feb-2019,2,Winter
29-Jan-2019,2019,New Zealand,boogie boarding,F,17,no,2019-01-29 00:00:00,29-Jan-2019,1,Winter
14-Jan-2019,2019,Australia,swimming,F,15,no,2019-01-14 00:00:00,14-Jan-2019,1,Winter
10-Jan-2019,2019,Australia,wading,F,9,no,2019-01-10 00:00:00,10-Jan-2019,1,Winter
8-Jan-2019,2019,USA,surfing,M,19,no,2019-01-08 00:00:00,8-Jan-2019,1,Winter
18-Dec-2018,2018,Mexico,diving,M,35,yes,2018-12-18 00:00:00,18-Dec-2018,12,Winter
15-Dec-2018,2018,New Zealand,fishing,M,24,no,2018-12-15 00:00:00,15-Dec-2018,12,Winter
09-Dec-2018,2018,New Zealand,fishing,M,50,no,2018-12-09 00:00:00,09-Dec-2018,12,Winter
09-Dec-2018,2018,Australia,surfing,M,36,no,2018-12-09 00:00:00,09-Dec-2018,12,Winter
28-Nov-2018,2018,Australia,surfing,M,20,no,2018-11-28 00:00:00,28-Nov-2018,11,Autumn
24-Nov-2018,2018,USA,surfing,M,48,no,2018-11-24 00:00:00,24-Nov-2018,11,Autumn
18-Nov-2018,2018,Australia,fishing,M,17,no,2018-11-18 00:00:00,18-Nov-2018,11,Autumn
17-Nov-2018,2018,Australia,surfing,M,24,no,2018-11-17 00:00:00,17-Nov-2018,11,Autumn
14-Nov-2018,2018,Australia,kayaking,M,31,no,2018-11-14 00:00:00,14-Nov-2018,11,Autumn
11-Nov-2018,2018,South Africa,fishing,M,41,no,2018-11-11 00:00:00,11-Nov-2018,11,Autumn
11-Nov-2018,2018,Australia,body boarding,M,20,no,2018-11-11 00:00:00,11-Nov-2018,11,Autumn
09-Nov-2018,2018,Bahamas,swimming,M,8,no,2018-11-09 00:00:00,09-Nov-2018,11,Autumn
07-Nov-2018,2018,Australia,surfing,M,42,no,2018-11-07 00:00:00,07-Nov-2018,11,Autumn
05-Nov-2018,2018,Australia,swimming,M,33,yes,2018-11-05 00:00:00,05-Nov-2018,11,Autumn
03-Nov-2018,2018,Egypt,diving,M,15,no,2018-11-03 00:00:00,03-Nov-2018,11,Autumn
24-Oct-2018,2018,Australia,surfing,M,15,no,2018-10-24 00:00:00,24-Oct-2018,10,Autumn
23-Oct-2018,2018,USA,surfing,F,15,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
23-Oct-2018,2018,USA,surfing,M,29,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
23-Oct-2018,2018,USA,diving,M,15,no,2018-10-23 00:00:00,23-Oct-2018,10,Autumn
19-Oct-2018,2018,Australia,surfing,M,50,no,2018-10-19 00:00:00,19-Oct-2018,10,Autumn
19-Oct-2018,2018,New Zealand,surfing,M,25,no,2018-10-19 00:00:00,19-Oct-2018,10,Autumn
13-Oct-2018,2018,Australia,fishing,M,15,no,2018-10-13 00:00:00,13-Oct-2018,10,Autumn
11-Oct-2018,2018,USA,surfing,F,15,no,2018-10-11 00:00:00,11-Oct-2018,10,Autumn
08-Oct-2018,2018,Australia,fishing,M,55,no,2018-10-08 00:00:00,08-Oct-2018,10,Autumn
29-Sep-2018,2018,USA,diving,M,13,no,2018-09-29 00:00:00,29-Sep-2018,9,Autumn
27-Sep-2018,2018,USA,fishing,M,55,no,2018-09-27 00:00:00,27-Sep-2018,9,Autumn
23-Sep-2018,2018,Bahamas,fishing,F,32,no,2018-09-23 00:00:00,23-Sep-2018,9,Autumn
20-Sep-2018,2018,Australia,swimming,F,12,no,2018-09-20 00:00:00,20-Sep-2018,9,Autumn
19-Sep-2018,2018,Australia,swimming,F,46,no,2018-09-19 00:00:00,19-Sep-2018,9,Autumn
15-Sep-2018,2018,USA,boogie boarding,M,26,yes,2018-09-15 00:00:00,15-Sep-2018,9,Autumn
08-Sep-2018,2018,USA,surfing,M,39,no,2018-09-08 00:00:00,08-Sep-2018,9,Autumn
07-Sep-2018,2018,USA,surfing,M,60,no,2018-09-07 00:00:00,07-Sep-2018,9,Autumn
Reported 28-Aug-2018,2018,Bahamas,diving,M,15,no,2018-08-28 00:00:00,Reported 28-Aug-2018,8,Summer
24-Aug-2018,2018,USA,swimming,M,14,no,2018-08-24 00:00:00,24-Aug-2018,8,Summer
20-Aug-2018,2018,Bahamas,fishing,M,29,no,2018-08-20 00:00:00,20-Aug-2018,8,Summer
18-Aug-2018,2018,USA,surfing,M,14,no,2018-08-18 00:00:00,18-Aug-2018,8,Summer
15-Aug-2018,2018,Bahamas,standing,F,56,no,2018-08-15 00:00:00,15-Aug-2018,8,Summer
15-Aug-2018,2018,USA,swimming,M,61,no,2018-08-15 00:00:00,15-Aug-2018,8,Summer
09-Aug-2018,2018,USA,fishing,M,42,no,2018-08-09 00:00:00,09-Aug-2018,8,Summer
05-Aug-2018,2018,USA,standing,M,16,no,2018-08-05 00:00:00,05-Aug-2018,8,Summer
05-Aug-2018,2018,USA,swimming,F,10,no,2018-08-05 00:00:00,05-Aug-2018,8,Summer
03-Aug-2018,2018,Egypt,snorkeling,M,42,yes,2018-08-03 00:00:00,03-Aug-2018,8,Summer
29-Jul-2018,2018,USA,surfing,M,14,no,2018-07-29 00:00:00,29-Jul-2018,7,Summer
18-Jul-2018,2018,USA,boogie boarding,M,13,no,2018-07-18 00:00:00,18-Jul-2018,7,Summer
18-Jul-2018,2018,USA,wading,F,12,no,2018-07-18 00:00:00,18-Jul-2018,7,Summer
Reported 16-Jul-2018,2018,USA,surfing,F,15,unknown,2018-07-16 00:00:00,Reported 16-Jul-2018,7,Summer
14-Jul-2018,2018,USA,wading,F,58,no,2018-07-14 00:00:00,14-Jul-2018,7,Summer
14-Jul-2018,2018,USA,surfing,F,14,no,2018-07-14 00:00:00,14-Jul-2018,7,Summer
13-Jul-2018,2018,USA,wading,M,17,no,2018-07-13 00:00:00,13-Jul-2018,7,Summer
13-Jul-2018,2018,USA,surfing,M,30,no,2018-07-13 00:00:00,13-Jul-2018,7,Summer
11-Jul-2018,2018,USA,surfing,M,14,no,2018-07-11 00:00:00,11-Jul-2018,7,Summer
07-Jul-2018,2018,USA,snorkeling,M,15,no,2018-07-07 00:00:00,07-Jul-2018,7,Summer
02-Jul-2018,2018,USA,boogie boarding,F,11,no,2018-07-02 00:00:00,02-Jul-2018,7,Summer
18-Jun-2018,2018,USA,fishing,M,15,no,2018-06-18 00:00:00,18-Jun-2018,6,Summer
18-Jun-2018,2018,USA,standing,F,11,no,2018-06-18 00:00:00,18-Jun-2018,6,Summer
09-Jun-2018,2018,USA,surfing,M,48,no,2018-06-09 00:00:00,09-Jun-2018,6,Summer
08-Jun-2018,2018,Australia,surfing,M,15,no,2018-06-08 00:00:00,08-Jun-2018,6,Summer
04-Jun-2018,2018,Mexico,diving,M,15,no,2018-06-04 00:00:00,04-Jun-2018,6,Summer
03-Jun-2018,2018,Australia,surfing,M,15,no,2018-06-03 00:00:00,03-Jun-2018,6,Summer
03-Jun-2018,2018,Brazil,swimming,M,18,yes,2018-06-03 00:00:00,03-Jun-2018,6,Summer
Jun-1018,1018,Egypt,diving,M,15,no,1018-06-01 00:00:00,Jun-1018,6,Summer
27-May-2018,2018,USA,fishing,M,52,no,2018-05-27 00:00:00,27-May-2018,5,Spring
26-May-2018,2018,USA,standing,M,12,no,2018-05-26 00:00:00,26-May-2018,5,Spring
21-May-2018,2018,USA,boogie boarding,M,10,no,2018-05-21 00:00:00,21-May-2018,5,Spring
13-May-2018,2018,USA,swimming,M,10,no,2018-05-13 00:00:00,13-May-2018,5,Spring
12-May-2018,2018,South Africa,surfing,M,15,no,2018-05-12 00:00:00,12-May-2018,5,Spring
09-May-2018,2018,Australia,surfing,M,15,no,2018-05-09 00:00:00,09-May-2018,5,Spring
28-Apr-2018,2018,USA,fishing,M,15,no,2018-04-28 00:00:00,28-Apr-2018,4,Spring
28-Apr-2018,2018,Australia,surfing,M,15,no,2018-04-28 00:00:00,28-Apr-2018,4,Spring
25-Apr-2018,2018,Australia,surfing,M,15,no,2018-04-25 00:00:00,25-Apr-2018,4,Spring
25-Apr-2018,2018,Australia,surfing,M,60,no,2018-04-25 00:00:00,25-Apr-2018,4,Spring
24-Apr-2018,2018,Australia,surfing,M,15,no,2018-04-24 00:00:00,24-Apr-2018,4,Spring
19-Apr-2018,2018,USA,body boarding,M,29,no,2018-04-19 00:00:00,19-Apr-2018,4,Spring
15-Apr-2018,2018,Brazil,swimming,M,34,unknown,2018-04-15 00:00:00,15-Apr-2018,4,Spring
15-Apr-2018,2018,Australia,surfing,M,41,no,2018-04-15 00:00:00,15-Apr-2018,4,Spring
15-Apr-2018,2018,Australia,surfing,M,37,no,2018-04-15 00:00:00,15-Apr-2018,4,Spring
14-Apr-2018,2018,Bahamas,surfing,M,15,no,2018-04-14 00:00:00,14-Apr-2018,4,Spring
Reported 10-Apr-2018,2018,Brazil,fishing,M,56,no,2018-04-10 00:00:00,Reported 10-Apr-2018,4,Spring
05-Apr-2018,2018,Bahamas,swimming,M,12,no,2018-04-05 00:00:00,05-Apr-2018,4,Spring
03-Apr-2018,2018,South Africa,surfing,M,19,no,2018-04-03 00:00:00,03-Apr-2018,4,Spring
14-Mar-2018,2018,Australia,wading,M,10,no,2018-03-14 00:00:00,14-Mar-2018,3,Spring
9-Mar-2018,2018,Australia,swimming,M,69,no,2018-03-09 00:00:00,9-Mar-2018,3,Spring
9-Mar-2018,2018,Australia,surfing,M,18,no,2018-03-09 00:00:00,9-Mar-2018,3,Spring
24-Feb-2018,2018,South Africa,diving,M,38,no,2018-02-24 00:00:00,24-Feb-2018,2,Winter
23-Feb-2018,2018,Australia,swimming,F,55,no,2018-02-23 00:00:00,23-Feb-2018,2,Winter
18-Feb-2018,2018,Australia,fishing,M,34,no,2018-02-18 00:00:00,18-Feb-2018,2,Winter
